Pickup Location,Request to Pickup,Hour of Day,Time of Day,Month of Year
42,180.0,8,morning,7
79,348.0,5,night,8
226,228.0,15,afternoon,7
28,202.0,2,night,8
200,345.0,17,evening,5
7,206.0,10,morning,8
138,174.0,17,evening,5
35,206.0,19,evening,2
89,206.0,13,afternoon,4
158,756.0,0,night,2
70,303.0,23,night,6
249,567.0,1,night,9
125,152.0,20,night,12
37,196.0,18,evening,3
24,191.0,3,night,7
144,436.0,1,night,7
138,391.0,19,evening,11
76,585.0,14,afternoon,12
49,489.00000000000006,20,night,3
243,122.0,9,morning,10
177,267.0,22,night,3
116,152.0,20,night,4
233,221.0,19,evening,8
232,587.0,6,morning,10
254,178.0,18,evening,2
225,251.00000000000003,14,afternoon,1
48,412.0,21,night,5
246,325.0,21,night,9
36,202.0,16,afternoon,3
72,344.0,8,morning,1
48,328.0,19,evening,4
192,158.0,13,afternoon,2
224,540.0,8,morning,11
79,453.0,18,evening,2
256,247.00000000000003,16,afternoon,10
126,548.0,23,night,2
179,526.0,22,night,6
255,163.0,21,night,8
256,271.0,2,night,1
148,664.0,23,night,5
226,289.0,9,morning,4
234,246.00000000000003,8,morning,8
239,144.0,21,night,7
231,706.0,12,afternoon,5
28,168.0,7,morning,12
255,159.0,12,afternoon,3
174,319.0,19,evening,8
164,160.0,10,morning,4
138,152.0,13,afternoon,1
37,184.0,20,night,11
130,254.00000000000003,18,evening,6
244,169.0,20,night,2
13,342.0,12,afternoon,10
68,85.0,12,afternoon,11
78,363.0,22,night,4
113,269.0,10,morning,2
158,407.0,1,night,8
72,323.0,7,morning,12
7,266.0,8,morning,6
246,986.0,22,night,2
217,376.0,20,night,5
81,603.0,7,morning,11
254,216.0,17,evening,4
136,303.0,2,night,1
25,187.0,23,night,8
37,393.0,19,evening,5
130,272.0,14,afternoon,5
198,219.0,11,morning,12
66,126.0,11,morning,2
129,94.0,17,evening,7
35,261.0,14,afternoon,8
138,408.0,10,morning,4
159,195.0,13,afternoon,2
242,262.0,11,morning,6
65,359.0,16,afternoon,4
91,398.0,12,afternoon,1
225,306.0,13,afternoon,2
163,206.0,0,night,1
234,266.0,14,afternoon,8
249,118.0,8,morning,7
68,440.0,12,afternoon,12
216,389.0,8,morning,3
141,245.00000000000003,21,night,6
258,252.00000000000003,21,night,5
244,386.0,7,morning,12
211,448.0,21,night,3
144,159.0,16,afternoon,7
162,254.00000000000003,13,afternoon,5
129,296.0,15,afternoon,3
236,377.0,9,morning,8
206,214.0,17,evening,8
241,297.0,8,morning,8
95,150.0,8,morning,8
68,297.0,14,afternoon,3
70,161.0,10,morning,4
87,1035.0,14,afternoon,5
130,332.0,5,night,2
132,502.00000000000006,19,evening,11
113,338.0,5,night,3
188,246.00000000000003,8,morning,3
234,144.0,14,afternoon,11
144,210.0,0,night,10
66,189.0,6,morning,5
69,213.0,22,night,1
36,203.0,18,evening,5
79,192.0,17,evening,2
237,290.0,14,afternoon,10
13,111.0,18,evening,7
256,161.0,17,evening,6
52,168.0,20,night,7
186,181.0,9,morning,9
230,-185.0,10,morning,8
72,445.0,20,night,3
33,304.0,15,afternoon,6
233,759.0,19,evening,4
254,173.0,15,afternoon,10
95,190.0,15,afternoon,5
84,660.0,0,night,5
181,155.0,16,afternoon,12
95,87.0,16,afternoon,12
208,467.00000000000006,6,morning,6
206,445.0,18,evening,4
232,203.0,22,night,8
95,402.0,21,night,4
186,175.0,22,night,1
80,164.0,13,afternoon,10
28,152.0,8,morning,9
225,211.0,19,evening,11
83,243.00000000000003,2,night,6
244,115.0,20,night,3
68,188.0,22,night,1
126,60.00000000000001,10,morning,8
167,163.0,8,morning,1
143,78.0,18,evening,5
247,785.0,20,night,8
135,305.0,8,morning,4
161,228.0,15,afternoon,9
261,451.0,7,morning,5
82,315.0,15,afternoon,2
21,403.0,18,evening,4
206,524.0,7,morning,10
211,105.0,9,morning,1
183,193.0,11,morning,4
228,392.0,20,night,8
142,1080.0,15,afternoon,4
29,373.0,8,morning,1
38,302.0,1,night,7
138,196.0,15,afternoon,4
16,390.0,7,morning,2
125,370.0,17,evening,3
130,226.0,20,night,9
41,353.0,18,evening,10
28,225.0,10,morning,10
263,741.0,0,night,10
39,-510.00000000000006,8,morning,7
174,123.0,8,morning,3
161,780.0,17,evening,7
259,522.0,7,morning,5
171,162.0,9,morning,9
32,738.0,21,night,4
50,477.00000000000006,0,night,3
50,209.0,4,night,4
229,305.0,3,night,4
177,518.0,2,night,8
89,180.0,17,evening,5
10,319.0,0,night,5
138,302.0,0,night,9
70,237.00000000000003,17,evening,6
262,284.0,7,morning,9
165,334.0,17,evening,3
147,249.00000000000003,9,morning,10
112,363.0,9,morning,12
37,168.0,0,night,1
90,238.00000000000003,8,morning,8
116,682.0,18,evening,5
90,126.0,17,evening,3
246,163.0,5,night,5
13,259.0,5,night,10
130,188.0,18,evening,7
102,192.0,15,afternoon,1
42,280.0,19,evening,6
79,125.0,12,afternoon,7
141,290.0,11,morning,1
45,257.0,21,night,6
22,204.0,14,afternoon,5
145,56.0,19,evening,5
151,-740.0,8,morning,2
254,418.0,7,morning,5
72,280.0,9,morning,3
181,229.00000000000003,13,afternoon,3
226,163.0,11,morning,5
200,367.0,8,morning,2
170,286.0,11,morning,5
42,335.0,22,night,1
234,427.0,7,morning,5
132,95.0,12,afternoon,6
140,114.0,16,afternoon,8
195,239.00000000000003,22,night,9
244,-689.0,6,morning,1
100,118.0,14,afternoon,7
65,285.0,7,morning,7
48,207.0,1,night,8
217,221.0,14,afternoon,11
230,1232.0,20,night,1
148,190.0,0,night,6
186,655.0,14,afternoon,7
48,95.0,7,morning,3
11,194.0,18,evening,6
185,279.0,14,afternoon,5
237,131.0,20,night,3
211,252.00000000000003,18,evening,2
76,1135.0,22,night,4
92,401.0,23,night,7
79,403.0,7,morning,4
241,226.0,11,morning,8
156,227.0,16,afternoon,7
13,201.0,19,evening,2
241,137.0,1,night,6
203,300.0,7,morning,8
232,252.00000000000003,19,evening,12
244,204.0,11,morning,6
220,180.0,18,evening,8
140,125.0,23,night,5
148,461.00000000000006,0,night,6
20,64.0,22,night,7
198,270.0,21,night,7
197,283.0,22,night,12
244,424.0,13,afternoon,4
238,289.0,9,morning,12
142,235.00000000000003,18,evening,2
107,152.0,11,morning,3
237,553.0,12,afternoon,1
155,331.0,13,afternoon,5
138,260.0,18,evening,4
100,80.0,8,morning,1
226,528.0,10,morning,7
181,137.0,19,evening,7
249,294.0,19,evening,4
14,276.0,2,night,3
168,104.0,10,morning,2
17,206.0,22,night,6
148,295.0,1,night,1
225,273.0,21,night,6
212,524.0,8,morning,6
77,309.0,13,afternoon,5
36,272.0,3,night,1
151,409.0,17,evening,1
65,368.0,17,evening,5
193,199.0,17,evening,3
100,544.0,19,evening,2
33,962.0,18,evening,6
226,150.0,8,morning,2
174,154.0,22,night,4
17,303.0,13,afternoon,6
4,316.0,5,night,6
225,234.00000000000003,21,night,3
228,208.0,21,night,8
39,351.0,18,evening,6
79,527.0,3,night,9
212,342.0,12,afternoon,3
197,273.0,13,afternoon,3
196,362.0,16,afternoon,10
134,271.0,4,night,4
213,218.0,20,night,6
118,320.0,15,afternoon,7
239,158.0,15,afternoon,1
132,216.0,6,morning,4
169,357.0,8,morning,12
166,287.0,21,night,5
216,202.0,9,morning,1
242,118.0,8,morning,2
78,796.0,3,night,6
59,124.0,22,night,1
236,174.0,14,afternoon,10
145,445.0,21,night,4
61,249.00000000000003,9,morning,7
17,225.0,20,night,8
130,94.0,11,morning,8
112,75.0,22,night,3
65,403.0,14,afternoon,5
121,118.0,13,afternoon,4
138,144.0,16,afternoon,3
223,224.0,17,evening,7
90,251.00000000000003,19,evening,6
85,351.0,20,night,10
116,308.0,17,evening,6
148,92.0,18,evening,5
230,523.0,9,morning,6
229,195.0,9,morning,10
68,253.00000000000003,17,evening,12
234,229.00000000000003,13,afternoon,2
148,306.0,5,night,7
39,416.0,11,morning,4
76,348.0,20,night,5
132,141.0,11,morning,7
13,259.0,18,evening,12
177,282.0,3,night,1
35,435.0,6,morning,3
143,195.0,19,evening,12
249,201.0,2,night,3
76,770.0,2,night,12
147,409.0,14,afternoon,12
72,194.0,18,evening,4
138,1061.0,10,morning,6
238,425.0,21,night,7
66,131.0,13,afternoon,1
42,118.0,23,night,7
246,44.0,15,afternoon,7
114,287.0,22,night,1
69,218.0,18,evening,6
48,98.0,15,afternoon,7
231,133.0,7,morning,5
91,791.0,22,night,4
138,299.0,8,morning,7
231,398.0,13,afternoon,6
164,291.0,7,morning,6
181,336.0,19,evening,3
138,557.0,11,morning,7
234,410.0,22,night,3
101,354.0,4,night,4
107,386.0,17,evening,3
48,192.0,13,afternoon,4
203,768.0,15,afternoon,11
138,110.0,10,morning,6
203,883.0,6,morning,7
262,173.0,20,night,6
137,261.0,16,afternoon,12
89,385.0,3,night,4
241,320.0,15,afternoon,4
179,339.0,13,afternoon,7
244,189.0,23,night,6
37,276.0,0,night,7
94,210.0,17,evening,1
100,251.00000000000003,5,night,12
210,215.0,19,evening,5
192,225.0,14,afternoon,10
162,424.0,16,afternoon,2
75,400.0,17,evening,5
161,890.0,17,evening,2
231,62.00000000000001,4,night,10
216,124.0,16,afternoon,2
20,216.0,12,afternoon,7
261,287.0,19,evening,3
216,284.0,7,morning,10
166,206.0,19,evening,9
263,234.00000000000003,6,morning,4
163,413.0,15,afternoon,2
91,322.0,20,night,4
75,446.0,8,morning,12
36,164.0,21,night,3
135,171.0,18,evening,2
68,106.0,14,afternoon,9
10,296.0,6,morning,7
158,490.00000000000006,23,night,8
35,120.0,20,night,3
23,172.0,21,night,8
87,362.0,6,morning,1
230,112.0,7,morning,4
49,281.0,18,evening,3
17,205.0,22,night,6
231,268.0,17,evening,3
68,146.0,9,morning,2
139,179.0,20,night,7
129,212.0,16,afternoon,2
212,257.0,14,afternoon,3
211,130.0,0,night,1
125,200.0,11,morning,7
83,150.0,4,night,3
168,185.0,20,night,1
205,170.0,11,morning,2
244,239.00000000000003,15,afternoon,7
234,102.0,11,morning,4
203,307.0,15,afternoon,9
138,327.0,17,evening,5
162,168.0,22,night,1
100,427.0,18,evening,3
255,229.00000000000003,20,night,6
237,264.0,9,morning,2
263,-479.00000000000006,6,morning,4
191,366.0,22,night,3
132,299.0,14,afternoon,10
107,368.0,6,morning,12
14,244.00000000000003,18,evening,7
211,136.0,11,morning,1
211,324.0,11,morning,10
179,751.0,6,morning,10
13,544.0,19,evening,4
231,109.0,15,afternoon,4
35,338.0,15,afternoon,2
263,-578.0,4,night,12
77,199.0,13,afternoon,2
78,395.0,23,night,7
174,578.0,16,afternoon,9
80,402.0,23,night,4
76,363.0,21,night,8
214,171.0,13,afternoon,2
224,408.0,6,morning,1
237,202.0,22,night,7
61,179.0,17,evening,3
210,492.00000000000006,10,morning,2
170,688.0,17,evening,12
234,147.0,23,night,1
141,318.0,20,night,8
149,348.0,22,night,3
98,151.0,13,afternoon,3
162,745.0,22,night,7
174,238.00000000000003,2,night,8
158,254.00000000000003,9,morning,2
233,263.0,8,morning,1
71,268.0,11,morning,8
192,127.0,9,morning,3
161,337.0,19,evening,4
25,410.0,22,night,10
53,222.0,15,afternoon,11
138,262.0,9,morning,7
40,266.0,8,morning,12
37,349.0,15,afternoon,4
106,541.0,5,night,2
239,236.00000000000003,8,morning,1
233,619.0,23,night,7
14,244.00000000000003,7,morning,1
79,548.0,22,night,11
72,352.0,8,morning,3
138,481.00000000000006,21,night,8
211,193.0,14,afternoon,4
13,181.0,8,morning,8
156,571.0,14,afternoon,12
127,334.0,15,afternoon,4
69,326.0,16,afternoon,5
238,327.0,7,morning,10
16,148.0,23,night,6
76,183.0,20,night,5
259,387.0,8,morning,5
37,177.0,23,night,1
228,100.0,18,evening,7
141,196.0,20,night,2
138,267.0,21,night,6
71,319.0,6,morning,6
90,1136.0,0,night,12
32,269.0,12,afternoon,8
63,204.0,10,morning,12
181,205.0,5,night,3
74,121.0,21,night,3
49,287.0,13,afternoon,11
80,168.0,17,evening,8
177,592.0,7,morning,5
17,169.0,14,afternoon,1
160,221.0,10,morning,5
144,230.00000000000003,9,morning,6
170,146.0,8,morning,6
216,272.0,14,afternoon,4
233,266.0,22,night,4
174,208.0,14,afternoon,3
206,360.0,19,evening,11
61,305.0,15,afternoon,8
180,290.0,21,night,2
65,622.0,16,afternoon,5
50,193.0,9,morning,3
89,360.0,8,morning,9
25,221.0,13,afternoon,6
75,247.00000000000003,12,afternoon,9
226,182.0,12,afternoon,8
41,187.0,17,evening,3
119,116.0,18,evening,1
182,219.0,14,afternoon,1
148,372.0,1,night,3
255,96.0,22,night,3
230,113.0,2,night,5
228,209.0,15,afternoon,4
114,136.0,10,morning,3
231,330.0,8,morning,5
112,238.00000000000003,2,night,2
114,479.00000000000006,0,night,5
164,188.0,16,afternoon,4
138,312.0,22,night,3
186,396.0,9,morning,5
76,222.0,16,afternoon,11
125,945.0,16,afternoon,6
233,187.0,12,afternoon,8
83,250.00000000000003,14,afternoon,12
94,274.0,16,afternoon,10
80,304.0,9,morning,12
39,238.00000000000003,19,evening,2
48,283.0,10,morning,4
245,301.0,16,afternoon,4
62,244.00000000000003,10,morning,1
14,252.00000000000003,16,afternoon,6
63,180.0,9,morning,10
230,144.0,11,morning,7
159,337.0,10,morning,8
249,220.0,22,night,8
138,429.0,10,morning,4
51,239.00000000000003,18,evening,12
56,179.0,9,morning,5
238,375.0,23,night,5
189,392.0,11,morning,6
82,780.0,4,night,5
89,353.0,10,morning,10
125,294.0,0,night,6
138,329.0,10,morning,5
177,111.0,18,evening,4
168,412.0,6,morning,3
223,222.0,4,night,2
234,162.0,17,evening,2
68,128.0,18,evening,8
10,221.0,15,afternoon,5
113,94.0,22,night,3
144,55.0,22,night,8
263,119.0,9,morning,10
249,278.0,19,evening,1
114,272.0,14,afternoon,5
61,338.0,12,afternoon,7
164,228.0,15,afternoon,5
48,267.0,7,morning,1
249,162.0,21,night,4
255,412.0,10,morning,1
249,365.0,9,morning,8
246,303.0,17,evening,1
113,204.0,22,night,2
145,217.0,8,morning,9
107,322.0,5,night,4
237,425.0,8,morning,9
14,748.0,18,evening,3
61,438.0,10,morning,3
229,89.0,15,afternoon,4
181,260.0,11,morning,2
51,198.0,15,afternoon,8
234,96.0,23,night,10
37,214.0,20,night,4
32,-573.0,11,morning,4
50,119.0,14,afternoon,8
232,189.0,21,night,2
14,152.0,18,evening,10
36,487.00000000000006,0,night,10
138,924.0,20,night,7
92,512.0,8,morning,2
167,-1107.0,8,morning,6
155,318.0,7,morning,6
263,202.0,3,night,4
163,307.0,18,evening,1
79,276.0,21,night,3
164,159.0,1,night,7
47,248.00000000000003,6,morning,2
97,137.0,9,morning,5
65,329.0,10,morning,1
7,117.0,9,morning,6
170,335.0,21,night,6
231,276.0,17,evening,4
91,262.0,22,night,7
246,447.0,4,night,3
186,592.0,18,evening,6
148,258.0,13,afternoon,2
74,499.00000000000006,16,afternoon,7
61,351.0,22,night,5
162,465.00000000000006,21,night,4
71,246.00000000000003,15,afternoon,6
224,127.0,9,morning,1
155,325.0,21,night,12
148,85.0,22,night,3
230,723.0,0,night,3
208,573.0,19,evening,7
246,369.0,8,morning,2
232,107.0,8,morning,3
42,226.0,8,morning,6
162,128.0,17,evening,6
148,244.00000000000003,12,afternoon,1
51,359.0,15,afternoon,4
158,44.0,10,morning,3
206,512.0,21,night,11
89,778.0,7,morning,5
72,345.0,22,night,7
67,139.0,12,afternoon,1
4,99.0,21,night,1
252,440.0,19,evening,12
90,419.0,8,morning,2
186,347.0,16,afternoon,7
72,488.00000000000006,20,night,5
213,326.0,18,evening,3
211,419.0,17,evening,4
63,172.0,8,morning,3
250,258.0,0,night,3
226,288.0,12,afternoon,10
238,112.0,19,evening,7
76,380.0,6,morning,6
205,259.0,8,morning,12
132,83.0,11,morning,2
28,283.0,23,night,3
177,252.00000000000003,19,evening,4
255,232.00000000000003,11,morning,3
205,529.0,20,night,9
169,316.0,16,afternoon,11
60,294.0,16,afternoon,5
228,294.0,8,morning,8
163,263.0,21,night,10
148,203.0,2,night,6
129,267.0,7,morning,5
163,266.0,15,afternoon,12
49,262.0,18,evening,10
56,752.0,9,morning,3
169,180.0,14,afternoon,9
169,174.0,10,morning,12
178,193.0,12,afternoon,6
42,153.0,16,afternoon,10
181,237.00000000000003,6,morning,12
17,107.0,10,morning,2
123,326.0,9,morning,3
260,130.0,16,afternoon,1
206,289.0,13,afternoon,1
231,178.0,22,night,8
236,495.00000000000006,12,afternoon,6
100,300.0,18,evening,7
113,251.00000000000003,14,afternoon,8
200,152.0,9,morning,2
226,124.0,19,evening,7
72,385.0,11,morning,5
231,141.0,13,afternoon,2
248,406.0,4,night,9
254,359.0,15,afternoon,3
216,76.0,15,afternoon,8
13,715.0,16,afternoon,10
49,81.0,11,morning,6
13,331.0,15,afternoon,6
234,131.0,20,night,9
25,518.0,18,evening,5
7,275.0,8,morning,7
163,208.0,13,afternoon,3
138,405.0,11,morning,8
231,371.0,22,night,3
196,304.0,15,afternoon,6
170,152.0,19,evening,5
48,52.0,7,morning,3
181,691.0,13,afternoon,8
221,99.0,10,morning,7
80,925.0,8,morning,3
7,77.0,18,evening,4
198,81.0,14,afternoon,4
230,365.0,22,night,1
80,424.0,1,night,5
190,301.0,21,night,8
80,1068.0,13,afternoon,5
143,313.0,6,morning,11
170,81.0,10,morning,6
40,294.0,17,evening,3
67,238.00000000000003,9,morning,4
235,137.0,9,morning,8
168,348.0,19,evening,12
100,157.0,21,night,12
145,164.0,23,night,2
162,596.0,18,evening,2
234,232.00000000000003,15,afternoon,7
158,726.0,8,morning,1
112,253.00000000000003,14,afternoon,9
90,89.0,17,evening,6
26,395.0,4,night,10
87,603.0,23,night,4
97,249.00000000000003,19,evening,7
230,614.0,20,night,8
255,93.0,20,night,3
216,215.0,15,afternoon,3
172,401.0,17,evening,2
252,390.0,21,night,10
167,166.0,15,afternoon,6
89,172.0,20,night,1
236,180.0,19,evening,6
130,265.0,20,night,3
76,544.0,11,morning,6
19,126.0,17,evening,4
243,381.0,13,afternoon,6
246,135.0,18,evening,1
234,913.0,0,night,1
165,322.0,7,morning,11
212,215.0,19,evening,12
142,292.0,11,morning,1
74,367.0,20,night,5
74,316.0,5,night,1
198,280.0,5,night,1
18,347.0,17,evening,10
22,202.0,3,night,5
75,151.0,20,night,8
132,541.0,12,afternoon,3
263,170.0,23,night,12
167,235.00000000000003,21,night,3
13,138.0,22,night,12
226,284.0,22,night,2
68,649.0,17,evening,6
17,94.0,0,night,5
231,228.0,13,afternoon,2
166,151.0,10,morning,6
36,333.0,15,afternoon,4
230,381.0,20,night,6
112,374.0,18,evening,7
70,204.0,6,morning,12
230,221.0,15,afternoon,6
61,210.0,7,morning,8
148,132.0,18,evening,1
186,134.0,14,afternoon,3
144,582.0,16,afternoon,8
17,221.0,0,night,3
121,354.0,16,afternoon,11
132,260.0,13,afternoon,4
13,494.00000000000006,18,evening,2
231,331.0,3,night,9
41,127.0,15,afternoon,3
145,116.0,14,afternoon,2
177,277.0,12,afternoon,7
169,214.0,9,morning,1
42,821.0,20,night,6
174,210.0,18,evening,4
69,769.0,16,afternoon,5
230,128.0,17,evening,4
205,316.0,3,night,2
189,350.0,9,morning,2
188,386.0,8,morning,1
195,619.0,8,morning,7
89,160.0,6,morning,8
100,410.0,17,evening,6
148,466.00000000000006,22,night,2
89,187.0,9,morning,1
187,297.0,8,morning,8
14,365.0,12,afternoon,8
234,129.0,10,morning,3
163,344.0,9,morning,4
162,139.0,7,morning,1
224,209.0,11,morning,6
230,298.0,22,night,2
4,612.0,0,night,6
228,307.0,12,afternoon,7
258,173.0,19,evening,1
148,399.0,19,evening,11
243,454.0,7,morning,4
215,403.0,5,night,6
114,204.0,21,night,8
63,309.0,18,evening,7
143,614.0,13,afternoon,6
69,297.0,5,night,6
48,187.0,6,morning,10
177,808.0,12,afternoon,10
17,292.0,20,night,10
145,255.00000000000003,23,night,11
95,364.0,16,afternoon,7
37,433.0,2,night,2
159,369.0,14,afternoon,5
163,290.0,17,evening,6
242,-371.0,14,afternoon,9
17,260.0,19,evening,7
231,209.0,10,morning,1
49,837.0,13,afternoon,5
243,146.0,10,morning,4
47,407.0,5,night,5
140,320.0,20,night,4
144,482.00000000000006,2,night,9
198,162.0,1,night,10
148,334.0,13,afternoon,12
38,867.0,16,afternoon,4
230,574.0,23,night,2
161,365.0,21,night,10
177,183.0,2,night,6
167,836.0,16,afternoon,8
237,607.0,11,morning,4
80,167.0,2,night,8
211,114.0,2,night,1
145,153.0,17,evening,5
82,234.00000000000003,23,night,6
49,616.0,5,night,3
234,165.0,18,evening,4
147,122.0,8,morning,7
130,252.00000000000003,17,evening,5
250,151.0,21,night,5
237,453.0,18,evening,3
258,183.0,0,night,4
136,191.0,7,morning,6
107,186.0,0,night,4
141,255.00000000000003,9,morning,12
72,119.0,18,evening,3
223,227.0,0,night,5
193,196.0,6,morning,6
132,542.0,23,night,5
86,240.00000000000003,11,morning,3
61,183.0,3,night,9
87,1050.0,14,afternoon,2
161,212.0,14,afternoon,7
113,272.0,20,night,4
215,160.0,22,night,5
233,336.0,16,afternoon,7
29,192.0,7,morning,6
37,291.0,8,morning,2
92,63.00000000000001,15,afternoon,1
78,354.0,16,afternoon,10
231,117.0,16,afternoon,10
223,452.0,11,morning,5
234,154.0,21,night,9
161,175.0,17,evening,2
183,245.00000000000003,12,afternoon,1
17,477.00000000000006,18,evening,2
31,833.0,17,evening,5
169,227.0,23,night,8
188,233.00000000000003,18,evening,6
249,144.0,9,morning,1
151,445.0,8,morning,7
49,203.0,22,night,2
39,270.0,19,evening,5
101,165.0,9,morning,1
87,172.0,21,night,7
198,177.0,20,night,9
259,279.0,23,night,5
95,232.00000000000003,12,afternoon,1
89,101.0,12,afternoon,3
218,145.0,19,evening,3
181,152.0,15,afternoon,2
237,151.0,9,morning,1
158,347.0,20,night,6
69,376.0,7,morning,5
257,241.00000000000003,19,evening,3
171,123.0,1,night,1
116,201.0,6,morning,8
163,79.0,14,afternoon,6
76,565.0,0,night,1
215,181.0,16,afternoon,3
80,377.0,21,night,5
75,238.00000000000003,19,evening,6
257,209.0,11,morning,4
139,194.0,14,afternoon,3
43,132.0,20,night,5
152,369.0,18,evening,7
247,295.0,1,night,7
48,449.0,17,evening,2
140,263.0,0,night,4
132,797.0,21,night,5
51,230.00000000000003,14,afternoon,6
21,110.0,14,afternoon,1
18,299.0,20,night,1
132,269.0,17,evening,9
244,215.0,21,night,2
186,67.0,15,afternoon,1
37,328.0,0,night,3
92,169.0,6,morning,4
246,383.0,14,afternoon,11
163,132.0,17,evening,2
223,232.00000000000003,17,evening,2
148,199.0,18,evening,1
141,287.0,11,morning,8
79,1049.0,0,night,3
80,554.0,22,night,6
162,302.0,0,night,3
181,471.00000000000006,19,evening,4
49,205.0,21,night,2
235,378.0,16,afternoon,10
42,178.0,1,night,6
211,121.0,19,evening,5
132,157.0,18,evening,5
229,219.0,0,night,3
37,320.0,8,morning,10
129,255.00000000000003,23,night,5
51,233.00000000000003,18,evening,4
13,214.0,20,night,4
114,450.0,22,night,9
181,177.0,15,afternoon,5
82,188.0,8,morning,8
237,567.0,0,night,6
162,221.0,6,morning,5
161,127.0,13,afternoon,10
62,192.0,0,night,11
92,196.0,2,night,4
71,188.0,16,afternoon,8
37,168.0,23,night,1
191,342.0,7,morning,8
79,377.0,19,evening,9
9,403.0,21,night,4
20,272.0,11,morning,1
125,614.0,18,evening,12
260,247.00000000000003,22,night,2
161,320.0,21,night,7
236,-352.0,15,afternoon,4
148,120.0,20,night,5
246,403.0,19,evening,3
159,486.00000000000006,1,night,6
231,383.0,7,morning,5
72,537.0,11,morning,4
61,559.0,22,night,5
124,365.0,17,evening,3
7,85.0,0,night,8
226,420.0,11,morning,5
15,298.0,14,afternoon,1
100,203.0,19,evening,3
174,221.0,21,night,11
231,191.0,20,night,2
239,46.0,20,night,6
132,86.0,19,evening,12
257,87.0,20,night,4
124,840.0,23,night,7
41,118.0,14,afternoon,5
162,272.0,22,night,11
254,258.0,23,night,2
114,123.0,23,night,11
143,228.0,17,evening,8
119,140.0,21,night,10
68,153.0,19,evening,3
239,216.0,16,afternoon,9
237,195.0,19,evening,10
173,226.0,23,night,7
14,246.00000000000003,10,morning,7
91,244.00000000000003,12,afternoon,4
170,407.0,8,morning,6
56,181.0,13,afternoon,7
249,139.0,20,night,2
85,271.0,0,night,1
107,417.0,23,night,2
210,215.0,11,morning,5
231,121.0,9,morning,10
231,198.0,0,night,10
242,445.0,20,night,7
170,70.0,1,night,4
129,293.0,8,morning,3
142,266.0,11,morning,10
188,289.0,23,night,8
100,183.0,18,evening,1
91,229.00000000000003,3,night,6
79,760.0,21,night,7
35,206.0,2,night,4
210,285.0,18,evening,5
220,163.0,10,morning,11
226,314.0,18,evening,12
100,198.0,19,evening,3
164,267.0,19,evening,1
63,153.0,20,night,2
148,66.0,20,night,5
13,185.0,14,afternoon,6
174,187.0,7,morning,4
86,369.0,21,night,7
26,575.0,22,night,11
226,137.0,11,morning,7
191,175.0,7,morning,4
205,214.0,14,afternoon,5
247,297.0,13,afternoon,2
34,202.0,5,night,11
36,739.0,22,night,9
233,146.0,1,night,3
33,292.0,21,night,10
100,487.00000000000006,0,night,11
68,144.0,9,morning,4
225,126.0,2,night,2
75,281.0,21,night,10
42,486.00000000000006,18,evening,3
213,331.0,7,morning,5
191,165.0,19,evening,1
219,91.0,15,afternoon,8
132,455.0,18,evening,8
42,334.0,13,afternoon,10
161,671.0,23,night,2
229,477.00000000000006,11,morning,8
127,119.0,21,night,12
112,112.0,13,afternoon,7
76,185.0,18,evening,4
263,308.0,15,afternoon,7
80,224.0,0,night,7
254,392.0,19,evening,4
13,178.0,23,night,7
45,71.0,21,night,4
16,224.0,1,night,8
256,328.0,7,morning,8
164,336.0,0,night,8
231,288.0,18,evening,11
263,105.0,18,evening,1
241,335.0,7,morning,3
256,606.0,8,morning,6
141,451.0,22,night,1
68,262.0,16,afternoon,1
33,944.0,17,evening,6
263,312.0,10,morning,4
186,160.0,23,night,5
260,180.0,18,evening,6
66,177.0,21,night,3
148,140.0,18,evening,7
78,104.0,1,night,6
144,322.0,1,night,10
79,132.0,18,evening,5
13,458.00000000000006,18,evening,7
56,207.0,7,morning,6
187,331.0,19,evening,4
142,571.0,23,night,3
43,456.0,12,afternoon,5
114,709.0,18,evening,10
65,235.00000000000003,11,morning,7
167,492.00000000000006,23,night,10
89,309.0,22,night,7
232,312.0,2,night,10
36,375.0,6,morning,6
246,526.0,8,morning,3
148,182.0,7,morning,8
181,264.0,17,evening,4
257,365.0,23,night,7
225,309.0,12,afternoon,9
61,311.0,15,afternoon,8
129,129.0,20,night,9
251,225.0,14,afternoon,8
163,166.0,21,night,12
130,131.0,9,morning,2
211,194.0,19,evening,3
40,116.0,6,morning,8
80,87.0,9,morning,1
225,263.0,17,evening,12
66,453.0,20,night,11
181,451.0,19,evening,3
177,339.0,12,afternoon,8
83,175.0,16,afternoon,6
91,266.0,23,night,10
112,286.0,0,night,6
254,276.0,8,morning,3
107,89.0,20,night,7
233,182.0,5,night,5
234,263.0,6,morning,8
68,220.0,17,evening,8
66,388.0,7,morning,6
94,176.0,0,night,6
256,406.0,19,evening,9
112,144.0,14,afternoon,1
28,215.0,1,night,5
35,181.0,19,evening,4
55,185.0,21,night,8
37,180.0,17,evening,1
132,136.0,15,afternoon,5
74,290.0,20,night,3
72,331.0,13,afternoon,1
230,277.0,17,evening,5
60,231.00000000000003,10,morning,9
164,90.0,20,night,6
76,172.0,22,night,8
189,240.00000000000003,20,night,2
237,503.00000000000006,13,afternoon,12
254,205.0,17,evening,6
42,117.0,13,afternoon,3
75,-350.0,13,afternoon,5
